-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2021 
Location: Latitude  40.5213   Longitude 21.2618 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 956.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,WS10M
2020,1,4,1.77,-5.8,-2.01,2.75,57.38,0.0,2.7
2020,1,5,-1.1,-3.67,-2.38,3.23,83.5,0.87,6.11
2020,1,6,-4.37,-7.24,-5.8,2.38,82.69,0.0,7.27
2020,1,7,-5.36,-8.38,-6.87,2.14,81.38,0.0,3.7
2020,1,8,-4.52,-8.79,-6.66,2.08,74.62,0.0,2.8
2020,1,9,-1.53,-7.56,-4.55,2.32,64.31,0.0,1.74
2020,1,10,3.08,-5.69,-1.31,2.75,52.44,0.0,1.24
2020,1,11,2.43,-1.65,0.39,3.72,76.25,1.61,2.01
2020,1,12,0.55,-0.05,0.25,4.15,95.88,0.82,2.02
2020,1,13,1.05,-0.07,0.49,4.15,92.75,0.03,0.92
2020,1,14,2.64,-1.1,0.77,3.85,77.5,0.0,1.59
2020,1,15,1.74,-0.36,0.69,4.09,86.69,0.0,1.42
2020,1,16,1.54,-0.99,0.28,3.91,84.38,0.0,1.74
2020,1,17,0.36,-1.64,-0.64,3.72,87.75,0.0,1.89
2020,1,18,-0.32,-1.68,-1.0,3.72,91.06,0.0,1.36
2020,1,19,-0.17,-1.27,-0.72,3.78,93.12,0.02,1.57
2020,1,20,-1.99,-4.81,-3.4,2.87,82.88,0.0,2.36
2020,1,21,-2.77,-6.95,-4.86,2.38,75.5,0.0,1.97
2020,1,22,0.77,-6.38,-2.8,2.56,59.62,0.0,2.7
2020,1,23,0.22,-4.85,-2.31,2.87,68.88,0.0,2.97
2020,1,24,1.12,-1.1,0.01,3.91,85.94,0.0,1.99
2020,1,25,3.36,3.4,3.38,5.31,96.06,0.03,2.38
2020,1,26,3.51,3.15,3.33,5.25,94.62,0.89,1.88
2020,1,27,3.23,2.9,3.07,5.19,94.75,2.87,2.86
2020,1,28,2.78,1.87,2.33,4.82,91.25,0.31,4.09
2020,1,29,4.02,3.33,3.68,5.37,92.81,3.22,4.41
2020,1,30,2.03,-0.39,0.82,4.15,83.38,0.73,3.43
2020,1,31,2.19,-2.06,0.07,3.66,76.5,0.0,3.99
2020,2,1,5.55,2.8,4.18,5.19,83.25,0.0,2.29
2020,2,2,5.02,3.65,4.34,5.49,89.88,0.0,3.37
2020,2,3,5.2,4.0,4.6,5.62,89.88,0.0,4.3
2020,2,4,6.58,4.91,5.75,6.04,88.0,0.5,5.02
2020,2,5,0.01,-2.43,-1.21,3.66,84.06,7.14,7.17
2020,2,6,-3.88,-6.7,-5.29,2.5,82.38,0.25,7.27
2020,2,7,-2.85,-5.79,-4.31,2.69,82.25,0.0,3.68
2020,2,8,-0.87,-5.79,-3.33,2.69,71.44,0.01,1.68
2020,2,9,1.44,-2.48,-0.52,3.48,76.25,0.0,2.19
2020,2,10,2.19,0.98,1.58,4.52,90.31,0.0,4.82
2020,2,11,5.51,4.76,5.14,5.92,92.38,0.02,5.08
2020,2,12,5.22,4.84,5.03,5.98,93.88,0.5,1.74
2020,2,13,3.91,0.04,1.98,4.21,78.88,0.0,1.84
2020,2,14,3.61,2.66,3.14,5.13,93.81,9.37,2.55
2020,2,15,2.61,-0.21,1.2,4.15,82.81,0.9,4.45
2020,2,16,3.75,-0.13,1.8,4.15,76.75,0.0,1.43
2020,2,17,6.23,-0.44,2.9,4.03,64.12,0.0,0.8
2020,2,18,6.91,0.32,3.62,4.33,64.75,0.0,2.62
2020,2,19,5.39,3.08,4.23,5.25,84.81,0.4,1.61
2020,2,20,2.04,0.37,1.21,4.39,89.12,5.32,3.73
2020,2,21,0.61,-3.06,-1.22,3.36,78.38,0.0,2.84
2020,2,22,-0.19,-3.7,-1.95,3.17,78.88,0.07,4.07
2020,2,23,2.9,-2.38,0.26,3.54,71.25,0.0,2.82
2020,2,24,7.22,2.48,4.85,5.13,72.88,0.0,3.96
2020,2,25,7.44,3.38,5.41,5.43,77.06,0.0,2.74
2020,2,26,6.33,4.4,5.37,5.8,86.62,0.27,5.75
2020,2,27,2.68,-0.6,1.04,4.09,80.56,4.58,7.66
2020,2,28,2.33,-0.52,0.9,4.15,82.44,3.07,5.51
2020,2,29,1.62,-5.46,-1.92,2.75,60.81,0.0,3.41
2020,3,1,4.84,-0.19,2.33,4.27,71.75,0.0,2.66
2020,3,2,7.15,5.25,6.2,6.16,87.19,0.01,4.66
2020,3,3,8.23,4.87,6.55,5.98,80.31,0.85,4.98
2020,3,4,5.64,3.43,4.53,5.43,86.56,13.99,3.02
2020,3,5,3.33,-0.17,1.58,4.21,79.12,0.46,3.39
2020,3,6,4.76,2.08,3.42,5.0,84.44,0.94,3.45
2020,3,7,8.01,6.05,7.03,6.53,88.31,12.35,3.71
2020,3,8,6.95,3.84,5.4,5.55,82.06,5.06,2.38
2020,3,9,4.37,1.85,3.12,4.82,84.69,1.15,2.56
2020,3,10,3.7,0.8,2.26,4.52,82.62,0.12,3.27
2020,3,11,5.44,0.52,2.98,4.39,72.56,0.0,2.19
2020,3,12,9.82,3.91,6.87,5.62,68.06,0.0,2.34
2020,3,13,11.98,5.41,8.69,6.29,66.38,0.0,2.46
2020,3,14,10.65,6.92,8.79,6.96,79.69,0.07,2.27
2020,3,15,4.49,2.62,3.55,5.13,88.25,13.36,3.55
2020,3,16,1.55,-3.52,-0.99,3.23,71.38,0.35,3.6
2020,3,17,4.67,-2.75,0.96,3.48,60.56,0.0,1.98
2020,3,18,5.65,0.51,3.08,4.33,73.25,0.11,3.48
2020,3,19,5.94,-0.3,2.82,4.09,67.94,0.0,1.95
2020,3,20,9.14,-0.49,4.33,4.09,52.44,0.0,1.74
2020,3,21,10.62,2.87,6.74,5.25,60.38,0.0,2.16
2020,3,22,8.23,3.77,6.0,5.55,75.19,2.01,3.08
2020,3,23,0.93,-1.19,-0.13,3.91,86.12,5.6,3.48
2020,3,24,1.72,-3.6,-0.94,3.23,70.69,0.8,2.06
2020,3,25,1.51,-0.16,0.68,4.15,89.38,0.86,5.91
2020,3,26,2.26,0.7,1.48,4.46,89.94,1.65,6.94
2020,3,27,2.45,1.02,1.73,4.52,90.5,7.1,2.58
2020,3,28,4.49,1.88,3.19,4.82,84.31,1.34,1.11
2020,3,29,6.04,1.84,3.94,4.82,75.81,2.04,2.12
2020,3,30,7.28,1.37,4.33,4.7,67.25,0.0,1.97
2020,3,31,4.65,2.11,3.38,4.94,84.44,2.0,1.79
2020,4,1,3.08,1.94,2.51,4.94,92.69,20.48,3.25
2020,4,2,1.57,-1.71,-0.07,3.72,80.75,0.92,3.12
2020,4,3,3.67,1.6,2.64,4.76,87.38,4.03,2.78
2020,4,4,2.52,1.53,2.03,4.7,93.25,16.39,4.23
2020,4,5,3.4,2.13,2.76,4.94,91.56,5.9,5.23
2020,4,6,3.27,-0.17,1.55,4.15,79.88,0.19,4.42
2020,4,7,3.81,-3.03,0.39,3.36,63.25,0.0,4.78
2020,4,8,5.85,-2.08,1.88,3.6,58.12,0.0,2.81
2020,4,9,8.68,0.84,4.76,4.46,59.31,0.0,2.09
2020,4,10,9.9,1.25,5.58,4.64,56.31,0.0,3.02
2020,4,11,11.16,3.07,7.12,5.31,58.56,0.0,2.27
2020,4,12,10.63,5.77,8.2,6.35,73.19,0.0,2.02
2020,4,13,10.52,3.76,7.15,5.55,67.25,0.0,3.11
2020,4,14,8.32,1.5,4.9,4.76,63.94,0.63,3.06
2020,4,15,3.36,-0.08,1.64,4.21,79.5,3.21,5.2
2020,4,16,7.7,0.19,3.95,4.33,61.56,0.0,1.48
2020,4,17,11.06,3.61,7.33,5.43,62.94,0.0,2.42
2020,4,18,14.09,5.18,9.64,6.16,57.0,0.0,1.52
2020,4,19,14.19,7.34,10.76,7.14,65.62,0.0,2.82
2020,4,20,13.01,8.69,10.85,7.81,76.19,3.05,2.8
2020,4,21,6.52,5.15,5.83,6.1,91.12,5.68,4.51
2020,4,22,3.26,1.61,2.43,4.7,89.25,9.32,4.34
2020,4,23,4.26,0.82,2.54,4.46,79.44,6.61,3.28
2020,4,24,9.05,1.9,5.48,4.88,61.75,0.0,1.85
2020,4,25,9.76,3.99,6.87,5.62,70.81,0.0,3.43
2020,4,26,10.7,5.23,7.96,6.16,71.88,0.0,3.22
2020,4,27,12.13,7.14,9.63,7.02,74.0,0.13,1.59
2020,4,28,13.3,7.04,10.16,6.96,69.25,0.01,2.26
2020,4,29,11.5,6.91,9.21,6.9,74.81,1.4,3.62
2020,4,30,11.06,7.34,9.2,7.08,79.5,0.2,3.2
2020,5,1,11.0,5.96,8.48,6.47,73.75,0.0,3.45
2020,5,2,10.62,7.49,9.06,7.2,82.0,4.82,3.81
2020,5,3,10.81,6.26,8.54,6.59,76.0,3.57,4.31
2020,5,4,8.58,2.37,5.48,5.0,68.12,0.17,4.7
2020,5,5,11.18,3.76,7.48,5.62,63.56,0.0,3.08
2020,5,6,12.12,6.93,9.53,7.02,72.12,1.64,4.32
2020,5,7,8.0,2.31,5.15,5.0,69.19,0.87,4.46
2020,5,8,12.01,3.01,7.51,5.25,57.12,0.0,2.35
2020,5,9,14.69,6.73,10.71,6.84,61.06,0.0,2.22
2020,5,10,14.76,5.65,10.2,6.35,58.25,0.0,2.02
2020,5,11,16.08,5.6,10.84,6.41,53.62,0.0,2.7
2020,5,12,14.39,7.88,11.14,7.39,67.88,0.0,4.39
2020,5,13,17.57,9.38,13.48,8.18,61.62,0.0,1.67
2020,5,14,19.59,8.34,13.97,7.57,51.5,0.0,3.87
2020,5,15,20.6,9.18,14.89,8.06,51.12,0.0,3.84
2020,5,16,22.08,10.56,16.32,8.85,51.12,0.0,2.5
2020,5,17,22.29,10.01,16.15,8.48,48.19,0.0,2.62
2020,5,18,21.9,10.48,16.19,8.91,51.44,0.0,2.46
2020,5,19,18.96,12.61,15.78,10.07,68.75,0.0,2.52
2020,5,20,18.75,10.79,14.77,8.97,63.94,0.04,3.82
2020,5,21,13.19,9.32,11.26,8.18,78.31,6.93,4.56
2020,5,22,12.39,3.49,7.94,5.43,58.69,0.02,3.41
2020,5,23,14.99,4.9,9.94,6.04,52.5,0.0,2.87
2020,5,24,16.99,9.15,13.08,7.93,62.0,0.1,3.41
2020,5,25,12.44,6.06,9.25,6.47,67.5,0.12,2.87
2020,5,26,8.72,4.72,6.72,5.86,76.88,3.73,2.63
2020,5,27,8.48,4.99,6.73,5.98,79.81,3.27,3.85
2020,5,28,10.46,5.19,7.82,6.04,72.5,0.75,3.21
2020,5,29,10.78,4.93,7.85,5.98,68.75,0.44,2.51
2020,5,30,12.16,6.05,9.11,6.47,68.56,1.29,1.79
2020,5,31,11.23,6.86,9.05,6.84,76.0,1.85,2.49
2020,6,1,11.18,5.69,8.44,6.35,71.44,0.48,2.55
2020,6,2,12.6,5.57,9.08,6.29,66.19,0.69,3.46
2020,6,3,12.94,5.87,9.4,6.41,65.69,0.36,2.84
2020,6,4,15.33,6.47,10.9,6.71,60.31,0.0,3.19
2020,6,5,16.87,7.65,12.26,7.32,60.75,0.93,3.36
2020,6,6,14.4,10.85,12.62,9.03,80.06,10.03,3.34
2020,6,7,16.65,10.19,13.41,8.61,68.81,0.11,3.06
2020,6,8,17.3,10.41,13.86,8.73,66.69,0.05,2.51
2020,6,9,18.41,11.32,14.87,9.34,66.0,4.49,1.33
2020,6,10,16.82,10.93,13.87,9.03,71.19,4.31,2.73
2020,6,11,14.25,8.27,11.26,7.57,70.25,1.22,3.78
2020,6,12,14.53,7.39,10.96,7.14,66.25,0.14,4.32
2020,6,13,16.3,9.57,12.93,8.24,67.62,0.03,4.85
2020,6,14,17.82,9.2,13.51,8.06,61.0,0.03,5.1
2020,6,15,17.58,9.26,13.41,8.12,62.0,0.01,3.53
2020,6,16,16.35,9.3,12.83,8.12,67.12,0.35,3.24
2020,6,17,15.23,9.69,12.46,8.3,72.12,0.75,3.69
2020,6,18,17.24,9.67,13.46,8.3,66.0,0.04,4.52
2020,6,19,18.08,9.53,13.8,8.24,63.0,0.02,4.25
2020,6,20,18.44,9.6,14.01,8.24,60.25,0.06,3.26
2020,6,21,17.27,9.3,13.28,8.18,63.44,0.22,2.55
2020,6,22,17.42,9.75,13.58,8.42,63.69,1.29,1.91
2020,6,23,16.3,11.78,14.04,9.58,75.19,3.71,2.24
2020,6,24,18.94,12.56,15.75,10.01,69.62,2.24,2.3
2020,6,25,20.12,12.76,16.44,10.13,64.31,5.33,1.13
2020,6,26,21.91,12.78,17.34,10.19,58.44,0.97,1.42
2020,6,27,21.99,13.26,17.63,10.5,60.62,0.06,1.2
2020,6,28,23.9,12.59,18.25,10.07,51.0,0.17,0.98
2020,6,29,24.04,11.48,17.76,9.46,49.06,0.06,2.62
2020,6,30,24.62,12.18,18.4,9.89,50.69,0.0,2.44
2020,7,1,25.66,12.87,19.27,10.38,48.62,0.04,1.54
2020,7,2,25.42,14.78,20.1,11.72,53.88,0.81,1.16
2020,7,3,25.55,13.54,19.55,10.86,52.12,0.39,1.73
2020,7,4,23.19,13.8,18.49,10.99,59.44,12.33,1.81
2020,7,5,20.45,14.77,17.61,11.66,72.75,6.77,2.78
2020,7,6,18.78,15.85,17.31,12.51,84.06,22.47,2.87
2020,7,7,20.45,14.34,17.4,11.41,70.88,2.92,3.77
2020,7,8,19.12,10.02,14.57,8.54,59.5,0.0,2.59
2020,7,9,20.88,11.9,16.39,9.58,59.06,0.0,2.07
2020,7,10,21.62,12.12,16.87,9.7,57.38,0.0,1.88
2020,7,11,23.04,12.16,17.6,9.77,52.81,0.02,0.95
2020,7,12,23.18,13.0,18.08,10.31,54.94,1.93,2.85
2020,7,13,18.77,8.31,13.55,7.63,54.88,0.0,3.78
2020,7,14,18.26,10.94,14.6,9.09,63.81,0.05,2.8
2020,7,15,20.37,11.19,15.78,9.22,59.69,0.03,2.25
2020,7,16,20.9,10.08,15.49,8.61,53.38,0.01,2.32
2020,7,17,20.37,11.6,15.98,9.46,59.19,1.95,1.71
2020,7,18,20.01,12.69,16.35,10.19,65.12,7.42,1.16
2020,7,19,20.04,9.99,15.01,8.54,56.94,0.09,1.98
2020,7,20,20.3,8.48,14.39,7.69,51.5,0.0,2.35
2020,7,21,21.65,10.58,16.11,8.79,52.88,0.0,2.23
2020,7,22,22.64,11.21,16.92,9.16,51.88,0.0,2.41
2020,7,23,24.14,12.12,18.13,9.83,49.56,0.0,1.41
2020,7,24,24.74,12.14,18.44,9.89,48.38,0.04,0.84
2020,7,25,23.87,12.31,18.09,9.95,52.19,0.2,1.93
2020,7,26,23.06,11.93,17.49,9.77,55.25,0.0,2.12
2020,7,27,22.69,12.26,17.48,9.83,55.06,0.0,3.1
2020,7,28,23.31,10.12,16.72,8.61,48.38,0.0,2.49
2020,7,29,26.15,9.49,17.82,8.24,37.81,0.0,1.54
2020,7,30,27.4,10.69,19.04,8.85,38.06,0.0,1.68
2020,7,31,27.78,11.08,19.43,9.16,37.62,0.0,2.23
2020,8,1,25.48,12.93,19.2,10.31,47.69,0.13,2.96
2020,8,2,24.05,9.15,16.6,8.12,41.94,0.02,2.6
2020,8,3,24.73,12.22,18.48,9.83,48.56,0.31,1.93
2020,8,4,25.76,10.46,18.11,8.91,43.06,0.65,2.2
2020,8,5,22.05,13.52,17.79,10.86,61.5,13.18,2.5
2020,8,6,18.4,15.34,16.87,12.08,83.44,32.61,2.42
2020,8,7,17.65,14.05,15.86,11.11,80.94,3.26,2.17
2020,8,8,18.64,13.64,16.14,10.86,76.06,5.7,3.67
2020,8,9,19.68,14.51,17.1,11.41,74.88,7.83,3.41
2020,8,10,21.47,12.94,17.2,10.31,61.06,0.39,1.77
2020,8,11,23.0,12.19,17.59,9.77,52.94,0.42,1.68
2020,8,12,23.07,13.33,18.19,10.56,56.44,1.37,2.03
2020,8,13,22.64,13.93,18.29,10.99,60.38,0.35,1.5
2020,8,14,24.66,13.03,18.84,10.44,51.0,0.01,1.09
2020,8,15,23.61,14.11,18.86,11.23,58.31,1.61,1.38
2020,8,16,22.26,13.93,18.1,11.05,62.5,0.51,1.45
2020,8,17,21.87,14.38,18.12,11.35,66.56,0.97,1.26
2020,8,18,22.77,12.94,17.86,10.38,57.25,0.26,1.26
2020,8,19,21.22,11.94,16.58,9.7,59.5,1.26,3.18
2020,8,20,20.03,10.69,15.36,8.97,60.19,0.02,3.14
2020,8,21,21.29,11.99,16.64,9.64,59.31,0.0,2.43
2020,8,22,24.15,11.17,17.66,9.16,47.12,0.0,0.98
2020,8,23,24.78,12.15,18.47,9.89,47.75,0.0,1.31
2020,8,24,24.33,13.14,18.74,10.56,52.5,0.11,1.19
2020,8,25,23.23,13.83,18.53,10.99,58.0,3.11,1.43
2020,8,26,21.24,10.98,16.11,9.16,57.75,0.03,1.97
2020,8,27,23.07,8.73,15.9,7.81,42.81,0.0,1.64
2020,8,28,23.7,9.61,16.65,8.3,44.12,0.0,1.95
2020,8,29,23.4,8.51,15.96,7.81,43.38,0.0,2.53
2020,8,30,24.82,7.33,16.07,7.14,35.25,0.0,1.11
2020,8,31,25.61,8.25,16.93,7.63,37.19,0.0,1.97
2020,9,1,23.58,9.51,16.55,8.36,44.94,0.04,3.51
2020,9,2,21.53,9.71,15.62,8.42,50.94,0.0,2.26
2020,9,3,22.1,9.16,15.63,8.12,48.69,0.0,2.45
2020,9,4,18.35,7.12,12.73,6.96,52.06,0.0,4.09
2020,9,5,19.05,5.48,12.26,6.23,45.44,0.0,2.04
2020,9,6,21.98,4.4,13.19,5.86,35.06,0.0,1.41
2020,9,7,23.01,8.22,15.62,7.57,41.94,0.0,1.08
2020,9,8,23.13,10.55,16.84,8.73,46.88,0.08,2.34
2020,9,9,22.58,10.83,16.71,8.91,50.81,0.0,2.34
2020,9,10,22.98,8.96,15.97,7.87,42.88,0.0,1.73
2020,9,11,22.21,9.43,15.82,8.18,46.25,0.0,2.27
2020,9,12,22.05,7.01,14.53,6.9,40.06,0.01,2.23
2020,9,13,22.55,7.26,14.9,7.02,38.81,0.0,2.16
2020,9,14,21.53,8.32,14.92,7.51,44.56,0.01,2.66
2020,9,15,20.26,6.07,13.16,6.41,41.38,0.0,3.11
2020,9,16,20.69,7.98,14.33,7.39,46.44,0.0,2.89
2020,9,17,19.75,11.0,15.37,9.09,58.75,0.22,2.4
2020,9,18,18.1,12.82,15.46,10.19,71.81,1.96,5.23
2020,9,19,18.4,9.36,13.87,8.18,59.31,0.05,3.53
2020,9,20,18.11,7.62,12.87,7.2,54.0,0.03,2.19
2020,9,21,17.93,7.51,12.73,7.14,54.94,0.0,1.63
2020,9,22,18.41,9.14,13.78,8.0,57.81,0.28,1.9
2020,9,23,16.87,13.46,15.16,10.62,80.88,7.07,2.25
2020,9,24,16.34,11.08,13.71,9.16,74.5,3.13,3.18
2020,9,25,17.17,10.59,13.88,8.85,69.44,0.06,3.66
2020,9,26,14.83,10.34,12.58,8.97,76.88,18.96,5.83
2020,9,27,13.76,7.33,10.54,7.08,69.31,0.07,3.3
2020,9,28,14.64,10.94,12.8,9.09,80.88,2.32,4.09
2020,9,29,12.76,7.88,10.32,7.39,75.38,1.15,4.56
2020,9,30,11.84,5.81,8.83,6.41,70.5,0.03,3.97
2020,10,1,12.37,5.27,8.83,6.16,67.38,0.01,3.32
2020,10,2,15.03,9.32,12.18,8.12,73.38,0.0,2.28
2020,10,3,17.55,11.66,14.61,9.46,72.5,0.01,2.86
2020,10,4,19.05,10.95,15.0,9.03,63.19,0.0,3.76
2020,10,5,19.69,10.84,15.26,8.97,60.69,0.1,3.94
2020,10,6,17.46,11.99,14.73,9.7,73.06,1.3,3.18
2020,10,7,14.77,10.92,12.84,9.03,79.94,2.4,2.7
2020,10,8,12.42,6.55,9.49,6.84,70.94,1.51,3.45
2020,10,9,12.08,6.06,9.07,6.47,69.69,0.0,3.05
2020,10,10,14.58,7.49,11.04,7.14,66.5,0.0,1.5
2020,10,11,14.72,7.9,11.31,7.39,68.5,0.01,1.7
2020,10,12,14.2,8.96,11.58,8.0,73.62,7.24,4.73
2020,10,13,10.91,7.02,8.97,6.96,78.38,8.16,4.45
2020,10,14,11.23,5.97,8.6,6.47,74.62,1.7,3.09
2020,10,15,12.57,9.09,10.83,7.93,82.0,1.19,3.15
2020,10,16,14.31,11.55,12.93,9.4,85.25,7.49,3.84
2020,10,17,10.8,5.37,8.08,6.23,73.88,0.0,3.09
2020,10,18,9.59,4.62,7.11,5.86,73.5,0.0,2.3
2020,10,19,9.01,1.69,5.35,4.76,63.56,0.0,2.19
2020,10,20,9.36,3.64,6.5,5.43,69.94,0.0,1.49
2020,10,21,10.65,1.94,6.3,4.82,58.0,0.0,1.13
2020,10,22,13.05,0.97,7.01,4.52,47.0,0.0,1.44
2020,10,23,15.36,1.26,8.3,4.64,41.75,0.0,0.91
2020,10,24,14.0,2.13,8.07,5.0,49.38,0.0,1.81
2020,10,25,10.7,6.84,8.77,6.9,79.12,2.96,3.06
2020,10,26,10.98,6.09,8.53,6.47,74.62,0.0,2.05
2020,10,27,11.2,6.48,8.84,6.65,76.06,0.0,1.67
2020,10,28,9.31,7.8,8.56,7.32,90.19,0.77,2.93
2020,10,29,11.08,6.29,8.69,6.59,75.56,0.08,1.69
2020,10,30,9.15,4.06,6.61,5.68,72.75,0.07,3.29
2020,10,31,9.98,3.86,6.92,5.55,68.62,0.0,2.86
2020,11,1,10.96,4.68,7.82,5.86,68.75,0.0,1.91
2020,11,2,11.22,4.81,8.01,5.92,68.44,0.0,2.13
2020,11,3,11.16,8.13,9.65,7.45,82.88,0.09,2.81
2020,11,4,12.48,9.12,10.8,7.93,81.69,0.05,1.9
2020,11,5,10.11,8.52,9.31,7.63,90.19,0.22,1.77
2020,11,6,8.03,2.88,5.45,5.13,72.94,0.0,2.9
2020,11,7,7.37,3.75,5.56,5.43,79.81,0.0,2.17
2020,11,8,7.95,3.24,5.6,5.25,74.31,0.0,1.41
2020,11,9,7.79,2.74,5.26,5.07,72.88,0.0,1.37
2020,11,10,6.62,4.14,5.38,5.62,85.69,0.15,2.35
2020,11,11,6.24,4.19,5.22,5.62,87.94,0.16,2.53
2020,11,12,7.02,3.83,5.42,5.49,81.88,0.01,1.02
2020,11,13,7.96,3.96,5.96,5.55,77.62,0.0,1.6
2020,11,14,7.84,2.76,5.3,5.13,72.31,0.0,1.72
2020,11,15,8.37,2.55,5.46,5.0,68.06,0.0,0.86
2020,11,16,8.91,4.25,6.58,5.68,75.19,0.0,1.38
2020,11,17,8.15,6.15,7.15,6.47,87.44,0.45,2.38
2020,11,18,7.56,5.34,6.45,6.1,86.81,1.95,2.38
2020,11,19,5.92,2.53,4.23,5.0,80.31,0.05,2.1
2020,11,20,3.4,-0.57,1.41,4.03,77.69,0.0,1.68
2020,11,21,2.15,-1.67,0.23,3.72,77.31,0.05,3.26
2020,11,22,2.96,0.12,1.54,4.21,83.38,0.04,2.9
2020,11,23,5.72,1.77,3.75,4.76,77.56,0.0,1.14
2020,11,24,3.71,-0.55,1.58,4.03,75.25,0.0,2.59
2020,11,25,2.62,-1.67,0.48,3.66,74.69,0.0,1.75
2020,11,26,3.65,-3.8,-0.07,3.11,61.12,0.0,1.1
2020,11,27,6.52,-4.3,1.12,2.99,47.12,0.38,1.0
2020,11,28,5.95,-1.33,2.31,3.85,62.62,0.0,1.88
2020,11,29,4.74,2.83,3.79,5.19,87.88,0.82,2.24
2020,11,30,1.45,-1.38,0.04,3.85,82.31,0.3,3.55
2020,12,1,-0.27,-2.98,-1.63,3.42,83.94,0.07,2.14
2020,12,2,2.67,1.78,2.23,4.76,93.94,0.36,3.2
2020,12,3,4.26,3.65,3.96,5.49,95.75,1.94,5.02
2020,12,4,5.36,5.17,5.26,6.16,97.19,6.06,4.8
2020,12,5,4.57,2.55,3.56,5.07,87.5,0.0,2.01
2020,12,6,6.2,5.19,5.7,6.1,93.0,1.62,4.66
2020,12,7,5.08,3.85,4.46,5.62,91.56,14.75,4.19
2020,12,8,5.14,3.52,4.33,5.43,88.81,0.87,2.51
2020,12,9,6.81,5.83,6.32,6.41,93.5,16.9,5.12
2020,12,10,4.54,3.6,4.07,5.49,93.31,2.5,2.21
2020,12,11,3.47,2.63,3.05,5.13,93.75,4.55,2.72
2020,12,12,4.63,3.86,4.24,5.68,94.69,3.92,1.55
2020,12,13,4.37,3.23,3.8,5.37,92.75,0.56,2.84
2020,12,14,1.26,-0.62,0.32,4.03,87.88,0.75,5.2
2020,12,15,3.57,1.38,2.48,4.7,87.12,0.01,1.63
2020,12,16,4.53,3.63,4.08,5.43,93.25,0.04,1.1
2020,12,17,5.98,3.85,4.91,5.49,87.12,0.05,1.02
2020,12,18,4.33,2.48,3.4,5.0,88.44,0.02,0.97
2020,12,19,4.73,3.03,3.88,5.19,89.44,0.0,1.1
2020,12,20,4.41,3.61,4.01,5.37,94.62,0.02,1.34
2020,12,21,4.75,3.17,3.96,5.25,90.31,0.04,1.11
2020,12,22,4.83,2.53,3.68,5.0,86.25,0.0,0.84
2020,12,23,4.95,3.23,4.09,5.25,86.5,0.0,2.61
2020,12,24,4.83,3.83,4.33,5.49,90.12,0.0,3.46
2020,12,25,6.56,5.96,6.26,6.41,91.62,0.13,4.07
2020,12,26,6.75,5.65,6.2,6.29,92.25,1.72,3.2
2020,12,27,4.94,4.53,4.73,5.92,97.06,10.69,4.53
2020,12,28,4.23,2.72,3.48,5.19,90.69,1.85,4.42
2020,12,29,6.04,4.27,5.15,5.74,88.94,1.14,4.89
2020,12,30,6.05,4.55,5.3,5.86,89.81,0.87,4.23
2020,12,31,4.94,2.97,3.95,5.25,88.25,5.72,3.66
2021,1,1,3.19,-0.06,1.56,4.21,80.69,0.32,1.92
2021,1,2,2.48,0.43,1.45,4.33,86.69,1.29,2.97
2021,1,3,5.37,4.29,4.83,5.74,92.06,16.22,2.47
2021,1,4,3.83,3.54,3.69,5.49,97.62,20.7,4.1
2021,1,5,2.3,0.58,1.44,4.39,88.81,0.4,3.04
2021,1,6,4.54,3.42,3.98,5.37,92.5,2.42,3.23
2021,1,7,6.21,5.28,5.75,6.16,93.75,8.98,4.19
2021,1,8,8.2,6.94,7.57,6.9,92.0,6.15,5.21
2021,1,9,7.26,6.06,6.65,6.53,92.88,4.83,1.76
2021,1,10,8.94,8.47,8.71,7.69,96.25,13.74,2.94
2021,1,11,9.08,7.99,8.54,7.45,92.81,33.7,3.27
2021,1,12,3.92,2.78,3.35,5.25,92.56,13.05,2.69
2021,1,13,0.82,-1.49,-0.34,3.78,85.81,2.09,3.3
2021,1,14,-1.17,-4.8,-2.99,2.99,79.75,2.5,3.73
2021,1,15,-3.88,-7.26,-5.57,2.38,79.94,0.66,2.77
2021,1,16,-6.49,-9.04,-7.77,2.08,84.25,4.44,4.14
2021,1,17,-6.87,-11.0,-8.93,1.77,74.31,0.0,2.53
2021,1,18,-6.6,-9.55,-8.07,1.95,82.25,0.0,2.06
2021,1,19,-5.47,-8.71,-7.1,2.14,80.38,0.0,2.62
2021,1,20,-1.95,-3.6,-2.78,3.23,90.19,0.27,3.36
